species,accession,is_focal,target,query_sha256,pident,coverage,evalue,bitscore,present,method_version
L. delbrueckii,GCF_002847905.1,0,Nox,0be76acff1d03cb855968387feff33880e4c3c30ed1611188ef85f90e382e156,25.0,29.1,3.08e-07,49.3,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_002847905.1,0,uvrA,b0bcfe00dfb0394c9234e3dcf06b31ecf3af510d8088a7f5dc7995e3a99296ab,37.7,89.7,4.3e-130,424.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_002847905.1,0,uvrB,cd8ce439e5e0773e71067145054051d9edbb607ab99279e3a07771507195a791,71.3,99.9,0.0,1004.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_002847905.1,0,uvrC,49100507bfe018392aeabafe6aa1bad5f4d9331d8f417710122cd12e8d8cb58a,63.0,99.7,0.0,786.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_002847905.1,0,Spx,717b1d41af9f6ee3ec2e96fbd79d0bbb24c7955a45d5081a57840687e0d30263,44.0,93.3,5.36e-34,120.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_002847905.1,0,MgsR,3f9152ce3c4d05b93bcfbcd9968de0bd1b286a653cbfb49fe6c7a6b5b9c4da61,100.0,100.0,3.33e-78,246.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_002847905.1,0,SOD,43b2482586b259b2094193668820b0e2bb48c0b143f24850c45438bea0ec8a30,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_003545935.1,0,PerR,8b73744d28b23856a888a836fd88bb6452ffb6a653a9aabeba0ddaa87163b59e,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_003545935.1,0,OhrR,a8c02a2a7527017769dfb24fc5e536ef983c8fa5fc340c4a1ca2074c042b924a,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_003545935.1,0,Catalase,00de8f6e7f0bdd780f17ea79cfa1eaaf60798fe947a8078a9dfdcb607a5458d2,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_003545935.1,0,Fur,,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_003545935.1,0,Rex,b7b8248dc4b68951cd31396901a7201544fe9d4a7c82b64968cc3cd1a7ae17d8,36.6,86.4,3.16e-30,114.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_003545935.1,0,RecA,38695d4d1e9418e3bf4ace59f20c27f83ddbd49933aabbe417390bf8640363d1,99.4,88.9,0.0,566.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_003545935.1,0,Mn_transport,ff5ae59a98c602b54710295c1571710f5c0c1334f7cd81b22d40bb13cae3a266,38.3,89.3,1.95e-60,204.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_003545935.1,0,Nox,0be76acff1d03cb855968387feff33880e4c3c30ed1611188ef85f90e382e156,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_003545935.1,0,uvrA,b0bcfe00dfb0394c9234e3dcf06b31ecf3af510d8088a7f5dc7995e3a99296ab,37.8,89.7,4.42e-130,423.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_003545935.1,0,uvrB,cd8ce439e5e0773e71067145054051d9edbb607ab99279e3a07771507195a791,71.3,99.9,0.0,1004.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_003545935.1,0,uvrC,49100507bfe018392aeabafe6aa1bad5f4d9331d8f417710122cd12e8d8cb58a,63.0,99.7,0.0,786.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_003545935.1,0,Spx,717b1d41af9f6ee3ec2e96fbd79d0bbb24c7955a45d5081a57840687e0d30263,44.0,93.3,4.57e-34,120.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_003545935.1,0,MgsR,3f9152ce3c4d05b93bcfbcd9968de0bd1b286a653cbfb49fe6c7a6b5b9c4da61,98.3,100.0,1.72e-76,241.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_003545935.1,0,SOD,43b2482586b259b2094193668820b0e2bb48c0b143f24850c45438bea0ec8a30,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_004211505.1,0,PerR,8b73744d28b23856a888a836fd88bb6452ffb6a653a9aabeba0ddaa87163b59e,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_004211505.1,0,OhrR,a8c02a2a7527017769dfb24fc5e536ef983c8fa5fc340c4a1ca2074c042b924a,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_004211505.1,0,Catalase,00de8f6e7f0bdd780f17ea79cfa1eaaf60798fe947a8078a9dfdcb607a5458d2,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_004211505.1,0,Fur,,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_004211505.1,0,Rex,b7b8248dc4b68951cd31396901a7201544fe9d4a7c82b64968cc3cd1a7ae17d8,36.9,98.2,2.23e-30,114.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_004211505.1,0,RecA,38695d4d1e9418e3bf4ace59f20c27f83ddbd49933aabbe417390bf8640363d1,100.0,88.9,0.0,568.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_004211505.1,0,Mn_transport,ff5ae59a98c602b54710295c1571710f5c0c1334f7cd81b22d40bb13cae3a266,38.3,89.3,1.35e-61,207.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_004211505.1,0,Nox,0be76acff1d03cb855968387feff33880e4c3c30ed1611188ef85f90e382e156,24.5,81.0,9.61e-09,53.9,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_004211505.1,0,uvrA,b0bcfe00dfb0394c9234e3dcf06b31ecf3af510d8088a7f5dc7995e3a99296ab,37.6,89.5,1.46e-130,425.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_004211505.1,0,uvrB,cd8ce439e5e0773e71067145054051d9edbb607ab99279e3a07771507195a791,71.3,99.9,0.0,1005.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_004211505.1,0,uvrC,49100507bfe018392aeabafe6aa1bad5f4d9331d8f417710122cd12e8d8cb58a,63.0,99.7,0.0,786.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_004211505.1,0,Spx,717b1d41af9f6ee3ec2e96fbd79d0bbb24c7955a45d5081a57840687e0d30263,44.0,93.3,5.25e-34,120.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_004211505.1,0,MgsR,3f9152ce3c4d05b93bcfbcd9968de0bd1b286a653cbfb49fe6c7a6b5b9c4da61,99.2,100.0,1.57e-77,244.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_004211505.1,0,SOD,43b2482586b259b2094193668820b0e2bb48c0b143f24850c45438bea0ec8a30,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_004211735.1,0,PerR,8b73744d28b23856a888a836fd88bb6452ffb6a653a9aabeba0ddaa87163b59e,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_004211735.1,0,OhrR,a8c02a2a7527017769dfb24fc5e536ef983c8fa5fc340c4a1ca2074c042b924a,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_004211735.1,0,Catalase,00de8f6e7f0bdd780f17ea79cfa1eaaf60798fe947a8078a9dfdcb607a5458d2,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_004211735.1,0,Fur,,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_004211735.1,0,Rex,b7b8248dc4b68951cd31396901a7201544fe9d4a7c82b64968cc3cd1a7ae17d8,36.9,98.2,2.19e-30,114.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_004211735.1,0,RecA,38695d4d1e9418e3bf4ace59f20c27f83ddbd49933aabbe417390bf8640363d1,100.0,88.9,0.0,568.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_004211735.1,0,Mn_transport,ff5ae59a98c602b54710295c1571710f5c0c1334f7cd81b22d40bb13cae3a266,38.3,89.3,1.56e-61,207.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_004211735.1,0,Nox,0be76acff1d03cb855968387feff33880e4c3c30ed1611188ef85f90e382e156,24.5,81.0,9.85e-09,53.9,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_004211735.1,0,uvrA,b0bcfe00dfb0394c9234e3dcf06b31ecf3af510d8088a7f5dc7995e3a99296ab,37.8,89.7,2.98e-130,424.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_004211735.1,0,uvrB,cd8ce439e5e0773e71067145054051d9edbb607ab99279e3a07771507195a791,71.3,99.9,0.0,1005.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_004211735.1,0,uvrC,49100507bfe018392aeabafe6aa1bad5f4d9331d8f417710122cd12e8d8cb58a,63.0,99.7,0.0,786.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_004211735.1,0,Spx,717b1d41af9f6ee3ec2e96fbd79d0bbb24c7955a45d5081a57840687e0d30263,44.0,93.3,5.13e-34,120.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_004211735.1,0,MgsR,3f9152ce3c4d05b93bcfbcd9968de0bd1b286a653cbfb49fe6c7a6b5b9c4da61,98.3,100.0,4.85e-77,243.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_004211735.1,0,SOD,43b2482586b259b2094193668820b0e2bb48c0b143f24850c45438bea0ec8a30,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_009362855.1,0,PerR,8b73744d28b23856a888a836fd88bb6452ffb6a653a9aabeba0ddaa87163b59e,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_009362855.1,0,OhrR,a8c02a2a7527017769dfb24fc5e536ef983c8fa5fc340c4a1ca2074c042b924a,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_009362855.1,0,Catalase,00de8f6e7f0bdd780f17ea79cfa1eaaf60798fe947a8078a9dfdcb607a5458d2,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_009362855.1,0,Fur,,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_009362855.1,0,Rex,b7b8248dc4b68951cd31396901a7201544fe9d4a7c82b64968cc3cd1a7ae17d8,36.6,86.4,3.24e-30,114.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_009362855.1,0,RecA,38695d4d1e9418e3bf4ace59f20c27f83ddbd49933aabbe417390bf8640363d1,99.4,88.9,0.0,566.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_009362855.1,0,Mn_transport,ff5ae59a98c602b54710295c1571710f5c0c1334f7cd81b22d40bb13cae3a266,38.0,89.3,1.4e-59,202.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_009362855.1,0,Nox,0be76acff1d03cb855968387feff33880e4c3c30ed1611188ef85f90e382e156,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_009362855.1,0,uvrA,b0bcfe00dfb0394c9234e3dcf06b31ecf3af510d8088a7f5dc7995e3a99296ab,37.7,89.7,4.58e-129,421.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_009362855.1,0,uvrB,cd8ce439e5e0773e71067145054051d9edbb607ab99279e3a07771507195a791,71.2,99.9,0.0,1004.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_009362855.1,0,uvrC,49100507bfe018392aeabafe6aa1bad5f4d9331d8f417710122cd12e8d8cb58a,63.2,99.7,0.0,788.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_009362855.1,0,Spx,717b1d41af9f6ee3ec2e96fbd79d0bbb24c7955a45d5081a57840687e0d30263,44.0,93.3,4.67e-34,120.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_009362855.1,0,MgsR,3f9152ce3c4d05b93bcfbcd9968de0bd1b286a653cbfb49fe6c7a6b5b9c4da61,99.2,100.0,1.39e-77,244.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_009362855.1,0,SOD,43b2482586b259b2094193668820b0e2bb48c0b143f24850c45438bea0ec8a30,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_009734125.1,0,PerR,8b73744d28b23856a888a836fd88bb6452ffb6a653a9aabeba0ddaa87163b59e,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_009734125.1,0,OhrR,a8c02a2a7527017769dfb24fc5e536ef983c8fa5fc340c4a1ca2074c042b924a,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_009734125.1,0,Catalase,00de8f6e7f0bdd780f17ea79cfa1eaaf60798fe947a8078a9dfdcb607a5458d2,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_009734125.1,0,Fur,,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_009734125.1,0,Rex,b7b8248dc4b68951cd31396901a7201544fe9d4a7c82b64968cc3cd1a7ae17d8,36.6,86.4,3.37e-30,114.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_009734125.1,0,RecA,38695d4d1e9418e3bf4ace59f20c27f83ddbd49933aabbe417390bf8640363d1,99.4,88.9,0.0,566.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_009734125.1,0,Mn_transport,ff5ae59a98c602b54710295c1571710f5c0c1334f7cd81b22d40bb13cae3a266,38.0,89.3,1.46e-59,202.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_009734125.1,0,Nox,0be76acff1d03cb855968387feff33880e4c3c30ed1611188ef85f90e382e156,27.4,29.8,1.66e-06,46.6,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_009734125.1,0,uvrA,b0bcfe00dfb0394c9234e3dcf06b31ecf3af510d8088a7f5dc7995e3a99296ab,37.8,89.7,4.09e-130,424.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_009734125.1,0,uvrB,cd8ce439e5e0773e71067145054051d9edbb607ab99279e3a07771507195a791,71.2,99.9,0.0,1003.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_009734125.1,0,uvrC,49100507bfe018392aeabafe6aa1bad5f4d9331d8f417710122cd12e8d8cb58a,63.0,99.7,0.0,786.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_009734125.1,0,Spx,717b1d41af9f6ee3ec2e96fbd79d0bbb24c7955a45d5081a57840687e0d30263,44.0,93.3,4.86e-34,120.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_009734125.1,0,MgsR,3f9152ce3c4d05b93bcfbcd9968de0bd1b286a653cbfb49fe6c7a6b5b9c4da61,99.2,100.0,1.45e-77,244.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_009734125.1,0,SOD,43b2482586b259b2094193668820b0e2bb48c0b143f24850c45438bea0ec8a30,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_014830125.1,0,PerR,8b73744d28b23856a888a836fd88bb6452ffb6a653a9aabeba0ddaa87163b59e,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_014830125.1,0,OhrR,a8c02a2a7527017769dfb24fc5e536ef983c8fa5fc340c4a1ca2074c042b924a,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_014830125.1,0,Catalase,00de8f6e7f0bdd780f17ea79cfa1eaaf60798fe947a8078a9dfdcb607a5458d2,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_014830125.1,0,Fur,,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_014830125.1,0,Rex,b7b8248dc4b68951cd31396901a7201544fe9d4a7c82b64968cc3cd1a7ae17d8,36.9,98.2,2.24e-30,114.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_014830125.1,0,RecA,38695d4d1e9418e3bf4ace59f20c27f83ddbd49933aabbe417390bf8640363d1,100.0,88.9,0.0,568.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_014830125.1,0,Mn_transport,ff5ae59a98c602b54710295c1571710f5c0c1334f7cd81b22d40bb13cae3a266,37.6,89.3,7.33e-61,206.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_014830125.1,0,Nox,0be76acff1d03cb855968387feff33880e4c3c30ed1611188ef85f90e382e156,32.7,99.8,2.93e-73,247.0,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_014830125.1,0,uvrA,b0bcfe00dfb0394c9234e3dcf06b31ecf3af510d8088a7f5dc7995e3a99296ab,38.0,89.7,1.66e-131,428.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_014830125.1,0,uvrB,cd8ce439e5e0773e71067145054051d9edbb607ab99279e3a07771507195a791,71.3,99.9,0.0,1004.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_014830125.1,0,uvrC,49100507bfe018392aeabafe6aa1bad5f4d9331d8f417710122cd12e8d8cb58a,63.0,99.7,0.0,786.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_014830125.1,0,Spx,717b1d41af9f6ee3ec2e96fbd79d0bbb24c7955a45d5081a57840687e0d30263,44.0,93.3,5.13e-34,120.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_014830125.1,0,MgsR,3f9152ce3c4d05b93bcfbcd9968de0bd1b286a653cbfb49fe6c7a6b5b9c4da61,100.0,100.0,3.29e-78,246.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_014830125.1,0,SOD,43b2482586b259b2094193668820b0e2bb48c0b143f24850c45438bea0ec8a30,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_015377785.1,0,PerR,8b73744d28b23856a888a836fd88bb6452ffb6a653a9aabeba0ddaa87163b59e,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_015377785.1,0,OhrR,a8c02a2a7527017769dfb24fc5e536ef983c8fa5fc340c4a1ca2074c042b924a,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_015377785.1,0,Catalase,00de8f6e7f0bdd780f17ea79cfa1eaaf60798fe947a8078a9dfdcb607a5458d2,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_015377785.1,0,Fur,,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_015377785.1,0,Rex,b7b8248dc4b68951cd31396901a7201544fe9d4a7c82b64968cc3cd1a7ae17d8,36.6,86.4,3.41e-30,114.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_015377785.1,0,RecA,38695d4d1e9418e3bf4ace59f20c27f83ddbd49933aabbe417390bf8640363d1,99.4,88.9,0.0,566.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_015377785.1,0,Mn_transport,ff5ae59a98c602b54710295c1571710f5c0c1334f7cd81b22d40bb13cae3a266,38.0,89.3,1.48e-59,202.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_015377785.1,0,Nox,0be76acff1d03cb855968387feff33880e4c3c30ed1611188ef85f90e382e156,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_015377785.1,0,uvrA,b0bcfe00dfb0394c9234e3dcf06b31ecf3af510d8088a7f5dc7995e3a99296ab,37.8,89.7,4.13e-130,424.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_015377785.1,0,uvrB,cd8ce439e5e0773e71067145054051d9edbb607ab99279e3a07771507195a791,71.0,99.9,0.0,1001.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_015377785.1,0,uvrC,49100507bfe018392aeabafe6aa1bad5f4d9331d8f417710122cd12e8d8cb58a,63.2,99.7,0.0,788.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_015377785.1,0,Spx,717b1d41af9f6ee3ec2e96fbd79d0bbb24c7955a45d5081a57840687e0d30263,44.0,93.3,4.91e-34,120.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_015377785.1,0,MgsR,3f9152ce3c4d05b93bcfbcd9968de0bd1b286a653cbfb49fe6c7a6b5b9c4da61,99.2,100.0,1.46e-77,244.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_015377785.1,0,SOD,43b2482586b259b2094193668820b0e2bb48c0b143f24850c45438bea0ec8a30,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_019583415.1,0,PerR,8b73744d28b23856a888a836fd88bb6452ffb6a653a9aabeba0ddaa87163b59e,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_019583415.1,0,OhrR,a8c02a2a7527017769dfb24fc5e536ef983c8fa5fc340c4a1ca2074c042b924a,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_019583415.1,0,Catalase,00de8f6e7f0bdd780f17ea79cfa1eaaf60798fe947a8078a9dfdcb607a5458d2,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_019583415.1,0,Fur,,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_019583415.1,0,Rex,b7b8248dc4b68951cd31396901a7201544fe9d4a7c82b64968cc3cd1a7ae17d8,36.9,98.2,1.94e-30,114.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_019583415.1,0,RecA,38695d4d1e9418e3bf4ace59f20c27f83ddbd49933aabbe417390bf8640363d1,99.4,88.9,0.0,568.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_019583415.1,0,Mn_transport,ff5ae59a98c602b54710295c1571710f5c0c1334f7cd81b22d40bb13cae3a266,38.0,89.3,1.42e-61,207.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_019583415.1,0,Nox,0be76acff1d03cb855968387feff33880e4c3c30ed1611188ef85f90e382e156,25.0,29.1,4.54e-07,48.5,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_019583415.1,0,uvrA,b0bcfe00dfb0394c9234e3dcf06b31ecf3af510d8088a7f5dc7995e3a99296ab,38.0,89.7,2.68e-131,427.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_019583415.1,0,uvrB,cd8ce439e5e0773e71067145054051d9edbb607ab99279e3a07771507195a791,71.2,100.0,0.0,1001.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_019583415.1,0,uvrC,49100507bfe018392aeabafe6aa1bad5f4d9331d8f417710122cd12e8d8cb58a,63.2,99.7,0.0,787.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_019583415.1,0,Spx,717b1d41af9f6ee3ec2e96fbd79d0bbb24c7955a45d5081a57840687e0d30263,44.0,93.3,6.08e-34,120.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_019583415.1,0,MgsR,3f9152ce3c4d05b93bcfbcd9968de0bd1b286a653cbfb49fe6c7a6b5b9c4da61,98.3,100.0,7.62e-77,242.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_019583415.1,0,SOD,43b2482586b259b2094193668820b0e2bb48c0b143f24850c45438bea0ec8a30,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600185.1,0,PerR,8b73744d28b23856a888a836fd88bb6452ffb6a653a9aabeba0ddaa87163b59e,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600185.1,0,OhrR,a8c02a2a7527017769dfb24fc5e536ef983c8fa5fc340c4a1ca2074c042b924a,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600185.1,0,Catalase,00de8f6e7f0bdd780f17ea79cfa1eaaf60798fe947a8078a9dfdcb607a5458d2,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600185.1,0,Fur,,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600185.1,0,Rex,b7b8248dc4b68951cd31396901a7201544fe9d4a7c82b64968cc3cd1a7ae17d8,36.9,98.2,2.23e-30,114.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600185.1,0,RecA,38695d4d1e9418e3bf4ace59f20c27f83ddbd49933aabbe417390bf8640363d1,100.0,88.9,0.0,568.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600185.1,0,Mn_transport,ff5ae59a98c602b54710295c1571710f5c0c1334f7cd81b22d40bb13cae3a266,38.0,89.3,2.15e-61,207.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600185.1,0,Nox,0be76acff1d03cb855968387feff33880e4c3c30ed1611188ef85f90e382e156,25.0,29.1,2.96e-07,49.3,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600185.1,0,uvrA,b0bcfe00dfb0394c9234e3dcf06b31ecf3af510d8088a7f5dc7995e3a99296ab,37.7,89.7,4.14e-130,424.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600185.1,0,uvrB,cd8ce439e5e0773e71067145054051d9edbb607ab99279e3a07771507195a791,71.3,99.9,0.0,1008.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600185.1,0,uvrC,49100507bfe018392aeabafe6aa1bad5f4d9331d8f417710122cd12e8d8cb58a,63.0,99.7,0.0,786.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600185.1,0,Spx,717b1d41af9f6ee3ec2e96fbd79d0bbb24c7955a45d5081a57840687e0d30263,44.0,93.3,5.2e-34,120.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600185.1,0,MgsR,3f9152ce3c4d05b93bcfbcd9968de0bd1b286a653cbfb49fe6c7a6b5b9c4da61,100.0,100.0,3.25e-78,246.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600185.1,0,SOD,43b2482586b259b2094193668820b0e2bb48c0b143f24850c45438bea0ec8a30,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600205.1,0,PerR,8b73744d28b23856a888a836fd88bb6452ffb6a653a9aabeba0ddaa87163b59e,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600205.1,0,OhrR,a8c02a2a7527017769dfb24fc5e536ef983c8fa5fc340c4a1ca2074c042b924a,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600205.1,0,Catalase,00de8f6e7f0bdd780f17ea79cfa1eaaf60798fe947a8078a9dfdcb607a5458d2,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600205.1,0,Fur,,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600205.1,0,Rex,b7b8248dc4b68951cd31396901a7201544fe9d4a7c82b64968cc3cd1a7ae17d8,36.9,98.2,2.22e-30,114.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600205.1,0,RecA,38695d4d1e9418e3bf4ace59f20c27f83ddbd49933aabbe417390bf8640363d1,100.0,88.9,0.0,568.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600205.1,0,Mn_transport,ff5ae59a98c602b54710295c1571710f5c0c1334f7cd81b22d40bb13cae3a266,38.3,89.3,1.3e-61,207.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600205.1,0,Nox,0be76acff1d03cb855968387feff33880e4c3c30ed1611188ef85f90e382e156,25.0,29.1,2.99e-07,49.3,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600205.1,0,uvrA,b0bcfe00dfb0394c9234e3dcf06b31ecf3af510d8088a7f5dc7995e3a99296ab,37.7,89.7,3.88e-130,424.0,1,multiquery_tblastn_querybound_v2
